,name,size_buy,sex,height,weight,size_review,brightness,color,thickness,review
272,세미와이드히든밴딩슬랙스[블랙],31,남성, 176cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,원래 29입는데 31을 입어야 세미와이드 핏이 나오는 것 같네요. 허리가 너무 남습니다... 29입었으면 그냥 스트레이트 느낌이었을 듯.
273,세미와이드히든밴딩슬랙스[그레이],31,남성, 179cm, 75kg,보통이에요,어두워요,선명해요,보통이에요,슬랙스는 무신사 제품 많이 이용하는데 정말 편하고 좋아요. 
274,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 173cm, 66kg,보통이에요,어두워요,보통이에요,보통이에요,요새 가장 손이 많이 가는 제품이네요. 전형적인 세미와이드 핏이고 사알짝 광택감이 있는거 같기도 합니다. 한 단만 길이 수선하는게 딱 맞는거 같네요.
275,세미와이드히든밴딩슬랙스[그레이],31,남성, 178cm, 80kg,보통이에요,어두워요,보통이에요,보통이에요,생각보다 조금 어두운 그래이에요. 저처럼 밝은 그레이 원하시면 조금 아쉽습니다.
276,세미와이드히든밴딩슬랙스[화이트],34,남성, 178cm, 82kg,보통이에요,밝아요,선명해요,얇아요,약간의 비침이 있긴 하지만 세미핏으로 초여름부터 늦은 여름까지 잘 입을것 같아요 
277,세미와이드히든밴딩슬랙스[블랙],34,남성, 173cm, 74kg,보통이에요,보통이에요,선명해요,보통이에요,그냥 슬랙스는.. 무탠다드로 끝나는듯..가성비 미쳤고 그냥 핏도 너무 맘에 듭니다
278,세미와이드히든밴딩슬랙스[베이지],32,남성, 180cm, 76kg,보통이에요,보통이에요,선명해요,보통이에요,믿고사는무신사스탠다드사이즈 적당한데 허리가 약간큰거같기도
279,세미와이드히든밴딩슬랙스[블랙],30,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,딱 생각했던 예쁜 핏에 바지입니다 늘 와이드만 입다가 오랜만에 입는 세미와이드네요
280,세미와이드히든밴딩슬랙스[화이트],31,남성, 171cm, 75kg,보통이에요,밝아요,선명해요,보통이에요,세미와이드핏은 허벅돼에게 축복그자체입니다
281,세미와이드히든밴딩슬랙스[크림],36,남성, 185cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,나쁘지 않은데 생각보다 더 누리끼리 하네요 기대 이하입니다
282,세미와이드히든밴딩슬랙스[브라운],28,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,발목으로 떨어지는 핏이 너무 예쁘고 가격도 이 정도면 너무 좋아요
283,세미와이드히든밴딩슬랙스[블랙],26,남성, 165cm, 45kg,보통이에요,어두워요,선명해요,보통이에요,핏 이쁘고 무난한 와이드 슬랙스라서 맘에 들어요
284,세미와이드히든밴딩슬랙스[차콜그레이],32,남성, 177cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,기본템으로 무탠다드 항상좋아요 가격대비 품질최상!!
285,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 172cm, 68kg,보통이에요,보통이에요,선명해요,보통이에요,"172cm, 68kg인데, 31 사이즈가 딱 맞습니다. 기장은 수선이 좀 필요할것 같네요. 블랙에 가까운 네이비 티셔츠와 매치해 봤는데, 어두운 계열 상의와 잘 어울릴것 같습니다. 사이즈, 색감 모두 만족합니다."
286,세미와이드히든밴딩슬랙스[블랙],32,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,얼렁 입고 일하고 싶읍니다. 이 한몸 바쳐 일 하고 싶어요
287,세미와이드히든밴딩슬랙스[베이지],34,남성, 178cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,"정사이즈에 밴딩있어서 착용감 편하고 좋습니다!봄, 가을 커버용 셋업 강추!"
288,세미와이드히든밴딩슬랙스[더스티크림],30,남성, 177cm, 68kg,보통이에요,밝아요,보통이에요,보통이에요,세미와이드여서 너무 달라붙지 않아요허리 밴딩덕에 편하게 입을 수 있어요
289,세미와이드히든밴딩슬랙스[블랙],27,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,믿고 사는 무텐다드 할인 기간에 쿠폰 적립금 사용하시면 더할 나위 없는 가성비 제품입니다
290,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 182cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,하나사보고 맘에 들어서 다른색도 샀는데 역시 만족합니다
291,세미와이드히든밴딩슬랙스[블랙],29,남성, 182cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,하나사보고 맘에 들어서 다른색도 샀는데 역시 만족합니다
292,세미와이드히든밴딩슬랙스[블랙],29,남성, 176cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 스탠다드는 항상 잘 입는 것 같아요 슬랙스도 맘에들어요
293,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 176cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,색감도 마음에 들고 편햇 자주입어요 넘 맘에 듭니다
294,세미와이드히든밴딩슬랙스[크림],33,남성, 177cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,하체발달형인데 생각했던거 보단 조금 널널했던거 같아요. 저처럼 허벅지가 많이 두껍다고 생각하시는분은 한사이즈 업 하는게 좋을거 같아요. 
295,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 179cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,고급진 맛은 전혀 없지만 편하게 전투용으로 잘입고 다니겠네요. 셋업으로 샀는데 셋업으로 입으니 조금 과해서 자켓만으로 더 많이 입을것 같아요
296,세미와이드히든밴딩슬랙스[블랙],28,여성, 168cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요,세미 오버로 좋아요 기장은 한단 줄인 상태입니다.
297,세미와이드히든밴딩슬랙스[블랙],33,남성, 173cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,봄가을에 입을수 있을 정도의 두께구요. 세미와이드긴 한테 통이 그리 넓진 않은것같아요
298,세미와이드히든밴딩슬랙스[네이비],33,남성, 183cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,적당히 여유로운 핏이라 편히 입기도 좋으면서 깔끔합니다.
299,세미와이드히든밴딩슬랙스[네이비],31,남성, 174cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요,"무탠다드 슬랙스는 그냥 스타일별, 색깔별 가지고 있어야 합니다. 나무랄 데가 없어요"
300,세미와이드히든밴딩슬랙스[더스티크림],31,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,기장이 생각보다 긴 건 있지만 색도 예쁘고 핏감도 예뻐요
301,세미와이드히든밴딩슬랙스[미디엄그레이],36,남성, 182cm, 94kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠바지가 정말 갑이네요..사이즈 완벽하게 잘 맞고 원단도 아주 좋아요..무탠쿨 슬랙스 사보고 마음에 들어서 가을바지도 장만했습니다..36인데도 날씬해 보여요..
302,세미와이드히든밴딩슬랙스[더스티베이지],29,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁘네요 핏도 좋고 셋업 첨 도전인데 만족합니다가성비 굿
303,세미와이드히든밴딩슬랙스[다크그레이],32,남성, 180cm, 83kg,작아요,보통이에요,보통이에요,보통이에요,사이즈 적당하고 평소보다 조금 작게 나온건지 제가 살찐건지 모르겠네요
304,세미와이드히든밴딩슬랙스[블랙],32,남성, 181cm, 78kg,보통이에요,어두워요,보통이에요,두꺼워요,슬랙스 가격대비 퀄리티가 좋아자주 구입합니다추천합니다
305,세미와이드히든밴딩슬랙스[라이트카키],30,남성, 176cm, 68kg,보통이에요,보통이에요,선명해요,두꺼워요,바지가 진짜 딱 좋아요. 세미와이드 좋아하시면 추천드립니다
306,세미와이드히든밴딩슬랙스[라이트브라운],29,남성, 179cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,아주 예쁘고 싸고 질좋고 활용도 좋은 옷이랍니다
307,세미와이드히든밴딩슬랙스[그레이],36,남성, 184cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈도 딱이고 색도 너무 이뻐요 슬랙스는 무조건 무신사
308,세미와이드히든밴딩슬랙스[블랙],30,남성, 173cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,출퇴근용 복장으로 샀는데 딱이네요신축성도 좋고 시원한 재질인데 엄청 얇은것도 아니어서 좋습니다
309,세미와이드히든밴딩슬랙스[그레이],34,남성, 189cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,적당한 길이감과 핏감이라 회사 출퇴근용으로 딱이에요
310,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 189cm, 81kg,작아요,보통이에요,보통이에요,보통이에요,다른색상 같은 사이즈보다 사이즈가 조금 더 작은 것 같아요.
311,세미와이드히든밴딩슬랙스[브라운],33,남성, 189cm, 81kg,작아요,보통이에요,보통이에요,보통이에요,다른 색상과 같은 사이즈로 주문했는데 이상하게 작습니다.
312,세미와이드히든밴딩슬랙스[미디엄그레이],33,남성, 189cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,기장감 길고 핏 적당해서 출퇴근용으로 딱입니다.
313,세미와이드히든밴딩슬랙스[그레이],33,남성, 189cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,기장 길고 핏 적당해서 출퇴근용으로 입기 딱이에요
314,세미와이드히든밴딩슬랙스[블랙],33,남성, 189cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,출퇴근용 슬랙스는 무탠다드가 최고인 것 같습니다. 
315,세미와이드히든밴딩슬랙스[핑크베이지],34,남성, 189cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,기장도 길고 핏도 적당한 슬림스트레이트핏 이여서 데일리 출퇴근용으로 좋아요
316,세미와이드히든밴딩슬랙스[라이트베이지],27,여성, 169cm, 57kg,보통이에요,보통이에요,선명해요,보통이에요,착용감이 좋습니다. 스타일도 색감도 마음에듭니다. 세일해서 좋은가격에 샀네요.
317,세미와이드히든밴딩슬랙스[라이트그레이],29,남성, 185cm, 70kg,작아요,보통이에요,선명해요,보통이에요,사이즈는 타이트한 편이고 색상이나 재질이 마음에 들어요~
318,세미와이드히든밴딩슬랙스[블랙],30,남성, 168cm, 65kg,보통이에요,어두워요,선명해요,얇아요,데일리로 입기 좋습니다! 재질도 너무 좋고 역시 무탠다드입니다
319,세미와이드히든밴딩슬랙스[블루그레이],32,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,"색감도 좋고 사이즈도 딱 적당합니다.생각보다 두께감이 있어서 환절기, 초겨울에 딱 좋을거 같아요!!"
320,세미와이드히든밴딩슬랙스[블랙],32,남성, 170cm, 66kg,보통이에요,어두워요,보통이에요,보통이에요,바지 기장이 길어서 수선이 필요하지만 허리나 허벅지 부분은 편해서 입기 좋아요 옷도 깔끔해서 데일리로 입기 좋을 것 같아요
321,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요,면티에나 셔츠에나 너무 잘 어울리는 회색 와이드 히든 슬랙스입니다. 자주 입을겁니다~!
322,세미와이드히든밴딩슬랙스[블랙],31,남성, 179cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,언제나 만족하고 구매합니다. 가을 겨을 시즌이라서 구매합니다~
323,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 좋아요. 기본으로 가성비 좋게 입기엔 너무 좋습니다.
324,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,입을때 편하고 좋습니다. 길이도 아주 맘에들고요.
325,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 170cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요,기존 검정색 핏이 마음에 들어 미디엄그레이도 구매했는데 색이 이뻐요
326,세미와이드히든밴딩슬랙스[블랙],26,남성, 167cm, 55kg,작아요,보통이에요,보통이에요,얇아요,무탠다드 역시 좋네요 무난하게 입을 수 있어서 좋아요!
327,세미와이드히든밴딩슬랙스[미디엄그레이],26,남성, 167cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 역시 좋네요 무난하게 입을 수 있어서 좋아요!
328,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 믿고 사는 무탠입니다 사이즈 두께 다 맘에드네요
329,세미와이드히든밴딩슬랙스[블랙],28,남성, 164cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 가성비 최고인듯 잘 입고 있어요 번창하십쇼
330,세미와이드히든밴딩슬랙스[네이비],28,남성, 164cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 가성비 최고인듯 잘 입고 있어요 번창하십쇼
331,세미와이드히든밴딩슬랙스[라이트베이지],28,남성, 164cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 가성비 최고인듯 잘 입고 있어요 번창하십쇼
332,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 184cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,슬랙스 맛집은 무탠인거같아요 항상 잘입고 있습니다
333,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,길이도원하는길이였고세미와이드라보기좋아요
334,세미와이드히든밴딩슬랙스[블랙],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,너무 좋아요 사이즈 적당하고 어디에나 어울립니다
335,세미와이드히든밴딩슬랙스[라이트브라운],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,너무 좋아요 사이즈 적당하고 어디에나 어울립니다
336,세미와이드히든밴딩슬랙스[블루그레이],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,너무 좋아요 사이즈 적당하고 어디에나 어울립니다
337,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 174cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁩니다 이 가격으로 살 수 있는 슬랙스중에는 최고인듯!! 블레이저랑 잘 어울림
338,세미와이드히든밴딩슬랙스[브라운],33,남성, 180cm, 72kg,보통이에요,밝아요,선명해요,보통이에요,핏이 되게 적당하게 이뻐요 무난하게 입기 괜찮아요
339,세미와이드히든밴딩슬랙스[블랙],30,남성, 181cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,어떠한 상의랑도 잘 어울리고 움직일때 편해서 좋아요
340,세미와이드히든밴딩슬랙스[블랙],36,남성, 188cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 믿고 사는 무탠다드 ~ 허리사이즈가 평소보다 좀 큰거만 참고 ..
341,세미와이드히든밴딩슬랙스[라이트베이지],34,남성, 179cm, 84kg,보통이에요,밝아요,보통이에요,보통이에요,원하던 베이지 색감 슬렉스 잘 산 거 같아요. 무탠다드 바지 여러개 있는데 다 맘에 들어서 바지는 저렴하게 무탠다드로 구입합니다. 질도 좋고 핏도 예뻐요!
342,세미와이드히든밴딩슬랙스[더스티베이지],34,남성, 182cm, 83kg,보통이에요,어두워요,선명해요,보통이에요,와이드라기 보다는 제가 원하는 스트레이트 핏에 가까워서 요새 이 제품만 몇가지 색상 구매해서 입고 있네요 핏이 맘에 듭니다
343,세미와이드히든밴딩슬랙스[블랙],29,남성, 175cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁘고 신축성도 좋아서 입고다니기 편하네요 굳
344,세미와이드히든밴딩슬랙스[블랙],32,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,"175/68 하체발달형입니다허벅지가 살짝 여유가 없어서,, 아예 와이드 핏으로 가거나 한 사이즈 크게 사야 될 것 같습니다 다음에"
345,세미와이드히든밴딩슬랙스[블랙],34,남성, 177cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,기존에 산 것을 너무 잘 입어서 재구매 하게 되었습니다 최고
346,세미와이드히든밴딩슬랙스[블랙],31,남성, 175cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,테이퍼드보다 훨 손 많이가는 ㄹㅇ 데일리템 또살게요
347,세미와이드히든밴딩슬랙스[블랙],31,남성, 179cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,원하는 핏감 그대로 왔어요 역시 무탠다드는 실망시키지않음
348,세미와이드히든밴딩슬랙스[라이트브라운],29,남성, 176cm, 63kg,보통이에요,어두워요,선명해요,두꺼워요,와이드핏 바지가 필요해서 사실 싼맛에 구입했는데생각보다 퀄리티 좋아요. 기장감도 적당하고 포멀한 느낌도 납니다. 가을이라 가디건이랑 입어봤는데 저 날은 좀 덥;
349,세미와이드히든밴딩슬랙스[라이트베이지],31,남성, 177cm, 71kg,작아요,보통이에요,선명해요,보통이에요,블레이저랑 같이 샀습니다ㅎㅎ정장 보단 가볍지만 꾸미고 가면 좋은 자리에 입기 좋을 것 같네요!
350,세미와이드히든밴딩슬랙스[블랙],34,남성, 180cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,좋아요가을 겨울 기본 슬랙스깔끔하네요 편해요
351,세미와이드히든밴딩슬랙스[베이지],29,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,옷이 이뻐서 많이 입게돼요 !데일리로 추천드려요
352,세미와이드히든밴딩슬랙스[더스티베이지],30,남성, 168cm, 64kg,보통이에요,어두워요,선명해요,보통이에요,블레이저와 셋업으로 잘 사서 입었습니다 핏감 슬림한데다 품질 좋고요 추석에 멋 좀 내봅니다~
353,세미와이드히든밴딩슬랙스[블랙],34,남성, 185cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁘고 슬랙스는 무탠다드 진짜 핏좋고 이뻐요 마음에듬
354,세미와이드히든밴딩슬랙스[블랙],36,남성, 185cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁘고 슬랙스는 무탠다드 진짜 핏좋고 이뻐요 마음에듬
355,세미와이드히든밴딩슬랙스[베이지],29,남성, 174cm, 66kg,보통이에요,밝아요,선명해요,보통이에요,베이지 슬랙스 필요햇는데 싸게 잘샀어요 기장이 좀 긴것만 빼면 모두 만족해요
356,세미와이드히든밴딩슬랙스[베이지],33,남성, 180cm, 72kg,보통이에요,밝아요,선명해요,보통이에요,과하지 않고 적절하게 핏이 떨이지는게 너무 좋아요
357,세미와이드히든밴딩슬랙스[라이트베이지],32,남성, 173cm, 70kg,보통이에요,밝아요,보통이에요,보통이에요,가성비로 무난한 슬랙스입니다. 세일로 잘샀어요.
358,세미와이드히든밴딩슬랙스[그레이],30,남성, 181cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 안 맞을까봐 걱정했는데 사이즈 딱 잘 맞아요~! 잘 입을게요! 
359,세미와이드히든밴딩슬랙스[네이비],30,남성, 181cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 안 맞을까봐 걱정했는데 사이즈 딱 잘 맞아요~! 잘 입을게요! 
360,세미와이드히든밴딩슬랙스[브라운],30,남성, 178cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,진짜 베이지 니트랑 너무 어울리고 완전 남친룩 나와요
361,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 174cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요,무난무난한 슬렉스입니다. 어디에도 잘 어울려요.
362,세미와이드히든밴딩슬랙스[블랙],31,남성, 170cm, 72kg,보통이에요,보통이에요,선명해요,보통이에요,종아리가 굵어서 테이퍼드 핏은 안맞아서 세미와이드핏으로 구매했는데 잘 맞습니다:)
363,세미와이드히든밴딩슬랙스[블랙],31,남성, 183cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,믿고사는 무탠다드 제품이에여 기장 맘에 들어요.
364,세미와이드히든밴딩슬랙스[더스티베이지],38,남성, 185cm, 90kg,커요,보통이에요,보통이에요,보통이에요,위아래 셋업으로 입으려고 구매했어요 그냥 지금 가장 이상적이고 유행하는 핏입니다. 허리는 살짝커서 벨트매야됌 사이즈미스긴함...
365,세미와이드히든밴딩슬랙스[베이지],32,남성, 177cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 적당해서 좋고 색감도 예쁩니다. 역시 믿고 사는 무탠다드에요.
366,세미와이드히든밴딩슬랙스[크림],33,남성, 182cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 스탠다스 색깔별로 다 사서 잘 입고있어요
367,세미와이드히든밴딩슬랙스[그레이],32,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 깔끔하고 재질도 맘에들고 색깔도 좋고 자주입을거같습니다.
368,세미와이드히든밴딩슬랙스[그레이],31,남성, 175cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도좋고 아무때나 편하게 잘 입을거같아요 사이즈가 진짜 좋아요
369,세미와이드히든밴딩슬랙스[블랙],32,남성, 172cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,기본템이지만 검증된 만큼 그 이상의 값어치를 하는 제품인 것 같아요
370,세미와이드히든밴딩슬랙스[블랙],34,남성, 177cm, 80kg,보통이에요,어두워요,선명해요,보통이에요,역시 슬랙스는 맛집이군요너무 예쁘네요가장이 살짝 긴감이 있지만그래도 예쁘네요 
371,세미와이드히든밴딩슬랙스[블랙],27,여성, 168cm, 64kg,보통이에요,보통이에요,선명해요,얇아요,바지 핏이 너무 예쁘고 다리가 길어보이고 얇아보여서 너무 만족해요
372,세미와이드히든밴딩슬랙스[블랙],33,남성, 180cm, 76kg,보통이에요,어두워요,보통이에요,보통이에요,아주 괜찮아요~~ 와이드를 잘 안입어본 사람도 무난하게 입을 수 있을 것 같아요
373,세미와이드히든밴딩슬랙스[크림],29,남성, 179cm, 65kg,보통이에요,보통이에요,선명해요,보통이에요,믿고 사는 무탠다드 사이즈가 딱 떨어져서 핏이 너무 이쁜거 같아용
374,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 179cm, 65kg,보통이에요,밝아요,선명해요,보통이에요,믿고 사는 무탠다드 사이즈가 딱 떨어져서 핏이 너무 이뻐요
375,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,허벅돼인데도 부담스러워 보이지 않도록 딱 좋아요 벌써 네 벌 째네요
376,세미와이드히든밴딩슬랙스[차콜그레이],34,남성, 179cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요,세미 와이드라는 이름처럼 핏감이 적당해서 마음에 들어요
377,세미와이드히든밴딩슬랙스[블랙],27,여성, 165cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요,165/50밑단이 적당한 세미와이드라 마음에 듭니다.운동화 살짝 덮는 기장이라 수선 안해도 되서 좋네요.다른 색도 살 예정입니다!
378,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 182cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,딱 원하던 핏이나왔고 좋습니다 잘입겠습니다 젛아요
379,세미와이드히든밴딩슬랙스[블랙],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,세미 와이드핏도 이쁘고 기장 허리 사이즈 전부다 적당해요
380,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,세미 와이드핏도 이쁘고 기장 허리 사이즈 전부다 적당해요
381,세미와이드히든밴딩슬랙스[크림],36,남성, 184cm, 94kg,보통이에요,보통이에요,보통이에요,보통이에요,"핏도 너무 이쁘고, 색감도 정말 예쁩니다.무탠다드는 정말 가성비 최강입니다"
382,세미와이드히든밴딩슬랙스[더스티베이지],32,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,항상 잘 입고 있어서 뭐라 말할것도 없삼10개는 산듯
383,세미와이드히든밴딩슬랙스[블랙],32,남성, 179cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 찰떡이고 핏도 너무 좋아요 인생슬랙스로 결정
384,세미와이드히든밴딩슬랙스[블랙],28,남성, 179cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,옷이 기장이 적당하고 핏도 좋아서 매우 만족스러워요.
385,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 178cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,원단이 묵직해서 좋습니다. 핏도 딱 원하는 정도로 나오네요.
386,세미와이드히든밴딩슬랙스[네이비],30,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,세미와이드라는데 그렇게 넓지 않고 딱 좋은 넓이에요
387,세미와이드히든밴딩슬랙스[라이트베이지],31,남성, 178cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,라이트웨이트 제품으로 구매했다가 맘에 들어서 두꺼운? 버전도 구매했네요 다리가 길어보이는 핏입니다
388,세미와이드히든밴딩슬랙스[네이비],32,남성, 177cm, 76kg,보통이에요,보통이에요,선명해요,보통이에요,정장 대신해서 셋업으로 샀는데 사이즈도 딱이고 깔끔해서 좋아요
389,세미와이드히든밴딩슬랙스[블랙],29,남성, 174cm, 57kg,커요,보통이에요,보통이에요,보통이에요,너무 와이드 하지않게 신발 덮는 이쁜핏만 연출되는 기본와이드 슬랙스
390,세미와이드히든밴딩슬랙스[라이트베이지],34,남성, 187cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,배송이 엄청 빠르고 옷 재질이 좋네요 잘입겠습니다
391,세미와이드히든밴딩슬랙스[차콜그레이],34,남성, 187cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,배송이 엄청 빠르고 옷 재질이 좋네요 잘입겠습니다
392,세미와이드히든밴딩슬랙스[라이트베이지],31,남성, 175cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,딱 맞습니다 핏도 좋고 자주 이용하게 될거 같습니다
393,세미와이드히든밴딩슬랙스[블랙],26,남성, 174cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요,편하게 대충입기도 좋고 꾸밀때 입기도좋습니다 추천해요
394,세미와이드히든밴딩슬랙스[더스티크림],29,남성, 168cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,세미와이드슬랙스중에 가성비갑에 핏도아주좋습니다
395,세미와이드히든밴딩슬랙스[블랙],32,남성, 174cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,믿고 사는 무탠다드 너무 예쁘고 편합니다 데일리로 짱인듯
396,세미와이드히든밴딩슬랙스[베이지],33,남성, 182cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,색깔도 괜찮고 핏도 잘 떨어지네요 매우 만족합니다
397,세미와이드히든밴딩슬랙스[라이트그레이],31,남성, 173cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,늘 사는 무탠다드색감이 이뻐요 하나씩 구매하세용
398,세미와이드히든밴딩슬랙스[브라운],28,남성, 173cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,길이 적당하고 발등까지 떨어지네요. 세미 와이드라 통은 그리 넓지 않다는 점 참고!!
399,세미와이드히든밴딩슬랙스[다크그레이],31,남성, 183cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 딱 좋고 핏 넘 예쁘네요색감도 예쁘게 무난해서 잘입을거 같아요
400,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 174cm, 70kg,커요,보통이에요,보통이에요,보통이에요,세미와이드라는데 스트레이트 느낌이네요바지가 참 이뻐요 ㅎ
401,세미와이드히든밴딩슬랙스[블랙],31,남성, 174cm, 70kg,커요,보통이에요,보통이에요,보통이에요,세미와이드는 아니고 스트레이트 느낌이에요그래도 너무 이쁘고 좋아요신발은 어디에다도 어울릴거같아요
